,_exp_id,_ordered_candidates,_ranking_type,_cultural_fit,_display_name,_display_image
58,1,"['65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea1', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea0']",rank_discr.txt,Employer is a large multinational in a European capital.,initials,False
59,1,"['65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea1', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea0']",rank_fit.txt,Employer is a large multinational in a European capital.,initials,False
60,7,"['65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea0', '65e255fbcd25d2d4e81b6ea1']",rank_anti_discr.txt,,initials,False
61,7,"['65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6ea0', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea1']",rank_rand.txt,,initials,False
62,7,"['65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea1', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea0']",rank_discr.txt,,initials,False
63,7,"['65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea1', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea0']",rank_fit.txt,,initials,False
64,5,"['65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea0', '65e255fbcd25d2d4e81b6ea1']",rank_anti_discr.txt,Employer is a small company in a local town.,full,True
65,5,"['65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6ea0', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea1']",rank_rand.txt,Employer is a small company in a local town.,full,True
66,5,"['65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea1', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea0']",rank_discr.txt,Employer is a small company in a local town.,full,True
67,5,"['65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea1', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea0']",rank_fit.txt,Employer is a small company in a local town.,full,True
68,8,"['65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea0', '65e255fbcd25d2d4e81b6ea1']",rank_anti_discr.txt,,full,True
69,8,"['65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6ea0', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea1']",rank_rand.txt,,full,True
70,8,"['65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea1', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea0']",rank_discr.txt,,full,True
71,8,"['65e255fbcd25d2d4e81b6e9e', '65e255fbcd25d2d4e81b6e9f', '65e255fbcd25d2d4e81b6ea5', '65e255fbcd25d2d4e81b6ea3', '65e255fbcd25d2d4e81b6ea2', '65e255fbcd25d2d4e81b6ea4', '65e255fbcd25d2d4e81b6e9d', '65e255fbcd25d2d4e81b6ea1', '65e255fbcd25d2d4e81b6ea6', '65e255fbcd25d2d4e81b6ea0']",rank_fit.txt,,full,True
